G000002515	G000002545	G000003855	G000006335	G000006445	G000026945	G000091025	G000146045	G000149425	G000149645	G000149955	G000181695	G000182965	G000185945	G000226395	G000243375	G000300575	G000315645	G000349305	G000721785	G000769745	G001298625	G001417885	G001642055	G001661405	G002079055	G002775015	G003290485	G004154835	G004353045	G900007375
0	0	3	0	0	0	0	0	0	0	1	9537	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	7215	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	1	9034	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	8832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	7217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2166	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	3831	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9042	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	11144	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	10	4	1	0
0	0	0	0	0	0	0	0	0	0	0	10774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	1	0	0	0	5631	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	5463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	1	0	0	0	0	0	0	0	0	3285	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0
0	0	1	0	0	0	0	0	0	0	0	5668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
0	0	4	0	0	0	0	0	0	1	0	9368	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
0	0	4	1	0	0	0	25	0	0	1	12413	0	0	0	0	62	0	0	0	0	0	0	0	0	1	2	8	12	302	0
0	0	1	0	0	0	0	0	0	0	0	14174	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	1	7	0
0	0	1	0	0	0	0	0	0	0	0	13530	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	2	9	0
0	0	2	0	0	0	0	28	0	1	1	9233	0	0	0	0	52	0	0	0	0	0	0	1	0	2	3	28	6	124	0
0	0	5	0	0	0	0	0	0	0	0	38252	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0
0	0	3	0	0	0	0	11	0	0	0	15049	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	16	8	152	0
0	0	8	0	0	0	0	2	0	0	0	14730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	1	0	0	0	39242	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	2	0
0	0	9	0	0	0	0	0	0	0	0	14608	1	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	26872	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	20375	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	21	2	2	0
0	0	2	0	0	0	0	0	0	0	0	28605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0
0	0	0	0	0	0	0	0	0	0	0	28407	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
0	0	2	0	0	0	0	2	0	0	0	14557	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	1	0	0	0	0	0	0	0	0	19179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	2	0	0	0	0	4	0	0	0	40838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0
0	0	9	0	0	0	0	2	0	0	0	30827	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4	6	0	0	0
0	0	1	0	0	0	0	6	0	0	0	19382	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	16	168	0
0	0	0	0	0	0	0	0	0	0	0	31700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	4	0	0	0	27864	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	8	1	1	0
0	0	1	0	0	0	0	0	0	0	0	25796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	18332	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	1	0	38478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	18711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3171	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2869	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2755	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	18017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
0	0	1	3	0	29	0	11	1	1	1	31172	576	0	0	0	3	0	0	1	0	0	0	0	0	1	2	28	0	0	1
0	0	0	0	0	0	0	0	0	0	0	3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	29714	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	27439	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4511	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	3	0	0	0	22417	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5667	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	26038	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	2	0	0	0	0	0	0	0	0	24390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0
0	0	0	0	0	0	0	0	0	0	0	20307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	2	0	0	0	40384	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	1
0	0	3	0	0	0	0	0	0	0	1	21863	0	2	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0
0	0	0	0	0	0	0	0	0	0	1	15743	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	1	0	2	0	0	0	21601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	23567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	26533	2	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	18152	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	22279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	14218	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	17387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	0	0	0	0	1	14364	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0
0	0	0	0	0	0	0	0	0	0	0	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1282	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	26749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	30740	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	34281	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	2	0	0	0	20378	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	18981	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	19875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	6	0	0	1	0	2	0	0	1	23986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0
0	0	0	0	0	0	0	0	0	0	0	30623	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6873	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6327	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	31805	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	16277	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	20029	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	27510	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	1	28625	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	15084	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	20917	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	2	0	0	0	0	0	0	0	0	22598	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1
0	0	0	0	0	0	0	0	0	0	0	18823	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	2	0	0	0	19125	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	8	0	0	0
0	0	0	0	0	0	0	0	0	0	0	24446	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	6	0	0	0	0	0	0	0	0	24817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	0
0	0	1	0	0	0	0	0	0	0	0	20547	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	2	2	0
0	0	2	0	0	0	0	0	0	1	0	11226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0
0	0	4	0	0	0	0	24	0	0	0	3327	1	0	0	0	99	0	0	2	0	0	0	0	0	1	1	41	3	7	0
0	0	2	0	0	0	0	2	0	0	0	13712	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	2	9	0
0	0	0	0	0	0	0	0	0	0	0	16565	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0
0	0	1	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	1	22	0
0	0	1	0	0	0	0	0	0	0	0	13131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	12	0
0	0	4	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0
0	0	1	0	0	0	0	0	0	0	0	10081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	1	0	0	0	0	0	0	0	0	14385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	0
0	0	0	0	0	0	0	0	0	0	0	17333	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	9	0
0	0	2	0	0	0	0	2	0	0	0	34707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
0	0	1	0	0	0	0	26	0	0	0	6804	0	0	1	0	52	0	0	8	0	1	0	0	0	2	1	8	2	3	0
0	0	4	0	0	0	0	1	0	0	0	8865	1	0	0	0	8	0	0	1	0	0	0	0	0	0	0	2	1	7	0
0	0	2	0	1	0	0	26	0	0	0	4771	1	0	1	0	61	0	0	0	0	0	0	13	0	0	0	29	9	2	0
0	0	1	0	0	0	0	0	0	0	0	15510	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
0	0	0	0	0	0	0	0	0	0	0	17916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	1	0
0	0	6	0	0	0	0	2	0	0	0	10504	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	4	0	0	0
0	0	1	0	0	0	0	0	0	0	0	20413	1	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	6	0	0	0	0	0	0	0	0	9721	0	1	1	0	15	0	0	1	0	0	0	0	0	0	2	10	2	0	0
0	0	1	0	0	0	0	1	0	0	0	20041	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	15	0	0	0	0	10	0	0	1	7573	0	0	0	0	16	0	0	0	0	0	1	0	0	0	4	2	1	1	0
0	0	1	0	0	0	0	2	0	0	0	27747	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	3	0	0	0	0	0	0	0	0	17604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8	0	0	0	0	6	0	0	0	9645	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0
0	0	4	0	0	0	0	0	0	0	0	23754	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	1	0	0
0	4	1	0	0	0	0	6	0	1	0	22447	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	2	0
0	0	4	0	0	0	0	0	0	0	0	26092	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0	0	1	0	0	0	0	0	0	0	0	19911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
4	693	1	338	5	944	7	2	10	0	1	9642	19514	1	0	4	2	11	0	0	0	1	2	0	0	1	5	6	0	0	1
0	0	1	0	0	0	0	0	0	0	0	20060	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	12651	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13310	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	0
0	0	2	0	0	0	0	7	0	0	0	11249	0	0	0	0	38	0	0	0	0	0	0	0	0	1	0	0	1	2	0
0	0	1	0	0	0	0	0	0	0	0	15962	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	2	0	0
0	0	0	0	0	0	0	0	0	0	0	5509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1	0	0	0	0	1	3	0	0	0	11012	0	0	0	1	0	0	0	0	0	1	1005	0	0	0	0	2	0	0	0
0	0	0	0	0	2	0	0	0	0	0	26481	22	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	5199	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	9296	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	2	0	0	0	3927	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	15957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
0	0	0	0	0	0	0	2	0	0	0	13606	8	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	11527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	24109	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0
0	0	0	0	0	0	0	2	0	0	0	13606	8	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	18950	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	7	4	0
0	0	4	0	0	0	0	0	0	0	0	13134	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	17190	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	0	0	6	0	84	1	0	0	0	0	12890	1532	0	0	0	0	4	0	0	0	0	0	0	0	1	1	2	0	0	0
0	0	1	0	0	0	0	0	0	0	0	13679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	1	0	0	0	0	0	0	0	0	15261	1	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	9966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	0
0	0	0	0	0	0	0	0	0	0	0	5602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	5208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
0	0	0	0	0	0	0	2	0	0	0	2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
0	0	0	0	0	0	0	2	0	0	0	14820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	2	0	0	0	18878	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
0	0	0	0	0	0	0	0	0	0	0	18442	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	3	0	0	0	0	0	0	0	0	20029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0
0	0	2	0	0	0	0	4	0	0	0	16319	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	10	4	0
0	0	0	0	0	0	0	0	0	0	0	5336	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	14	0	1	0	6377	0	0	0	0	71	0	0	0	0	0	0	0	0	2	0	80	0	0	0
0	0	0	0	0	0	0	0	0	0	0	15814	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	15331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	1	0	0	0	0	0	0	0	0	22085	1	0	1	0	0	9	0	1	0	0	0	0	0	0	0	0	2	2	0
0	0	0	0	0	0	0	0	0	0	0	6109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	3	0	0	0	0	2	0	0	0	15921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	13615	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	15040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	1	0	10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6346	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	26508	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	3	0	0	0	0	0	0	0	0	26907	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	28	0
0	0	3	0	0	0	0	0	0	3	0	20159	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	6	0	0	0	14576	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	4	4	2	0
0	0	0	0	0	0	0	0	0	0	0	17211	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	18233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	29823	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	7	2	0
0	0	0	0	0	0	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	16956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
0	0	0	0	0	0	0	0	0	0	0	24370	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
